"","species","species_sensitivity","accession_id","sample_name","read_length","total_reads","sum_reads","taxon_abundance"
"8582","Proteus vulgaris",87.9275105600218,"NZ_CP126335.1","SI041_1","75",7339,1169218,0.62768449
"8583","Proteus penneri",83.9059372915277,"NZ_CP059690.1","SI041_1","75",5996,1169218,0.51282139
"8584","Providencia stuartii",16.4130434782609,"NZ_CP119546.1","SI041_1","75",3680,1169218,0.31474028
"8585","Serratia marcescens",69.7474930530385,"NZ_CP063229.1","SI041_1","75",8277,1169218,0.70790905
"8586","Aeromonas sobria",0,"NZ_JAGDEP010000001.1","SI041_1","75",611,1169218,0.05225715
"8587","Pediococcus acidilactici",84.5223700120919,"NZ_CP126697.1","SI041_1","75",827,1169218,0.07073104
"8588","Kytococcus sedentarius",98.9007837889505,"NZ_CP066015.1","SI041_1","75",10462,1169218,0.89478609
"8589","Enterococcus faecium",9.94005994005994,"NZ_CP102534.1","SI041_1","75",2002,1169218,0.17122555
"8590","Bacillus thuringiensis",3.88127853881279,"NZ_CP010106.1","SI041_1","75",3504,1169218,0.29968748
"8591","Eubacterium limosum",87.0731326992047,"NZ_CP019962.1","SI041_1","75",12826,1169218,1.09697251
"8592","[Eubacterium] brachy",0,"CAKAGO010000001.1","SI041_1","75",8333,1169218,0.71269857
"8593","[Eubacterium] nodatum",0,"AZKM01000008.1","SI041_1","75",6945,1169218,0.59398675
"8594","Mycobacterium kansasii",98.8482035413443,"NZ_CP089216.1","SI041_1","75",5817,1169218,0.49751201
"8595","Mycobacterium gordonae",97.2617056856187,"NZ_CP070973.1","SI041_1","75",4784,1169218,0.40916236
"8596","Mycobacterium scrofulaceum",0,"NZ_MVIJ01000001.1","SI041_1","75",2613,1169218,0.2234827
"8597","Mycobacterium szulgai",0,"NZ_LQPW01000031.1","SI041_1","75",6095,1169218,0.52128859
"8598","Mycobacterium parascrofulaceum",0,"ADNV01000327.1","SI041_1","75",1851,1169218,0.15831094
"8599","Mycobacteroides chelonae",96,"NZ_CP050145.1","SI041_1","75",125,1169218,0.01069091
"8600","Mycobacteroides abscessus",98.5896574882472,"NZ_CP119724.1","SI041_1","75",1489,1169218,0.12735008
"8601","Mycobacteroides immunogenum",96.3697762769101,"NZ_CP120507.1","SI041_1","75",4738,1169218,0.40522811
"8602","Nocardia otitidiscaviarum",99.3095512082854,"NZ_CP041695.1","SI041_1","75",9559,1169218,0.81755498
"8603","Nocardia farcinica",98.8327835574727,"NZ_CP031418.1","SI041_1","75",3941,1169218,0.33706289
"8604","Nocardia nova",99.4686503719447,"NZ_CP006850.1","SI041_1","75",941,1169218,0.08048114
"8605","Nocardia transvalensis",0,"NZ_JACHIT010000001.1","SI041_1","75",3445,1169218,0.29464138
"8606","Nocardia beijingensis",0,"NZ_JADLRZ010000001.1","SI041_1","75",4664,1169218,0.39889909
"8607","Nocardia abscessus",0,"NZ_JAJFOF010000001.1","SI041_1","75",384,1169218,0.03284246
"8608","Nocardia veterana",0,"NZ_JAAXPE010000001.1","SI041_1","75",6827,1169218,0.58389453
"8609","Nocardia cyriacigeorgica",99.236641221374,"NZ_AP026979.1","SI041_1","75",262,1169218,0.02240814
"8610","Nocardia arthritidis",99.7012048192771,"NZ_CP046172.1","SI041_1","75",10375,1169218,0.88734522
"8611","Gordonia bronchialis",97.895967270602,"NZ_CP046320.1","SI041_1","75",3422,1169218,0.29267425
"8612","Gordonia araii",0,"NZ_JABELY010000001.1","SI041_1","75",2229,1169218,0.19064024
"8613","Cardiobacterium hominis",99.3416493416493,"NZ_LR134365.1","SI041_1","75",11544,1169218,0.98732657
"8614","Cardiobacterium valvarum",0,"NZ_UFUW01000001.1","SI041_1","75",6350,1169218,0.54309804
"8615","Sphingomonas paucimobilis",97.6545842217484,"NZ_CP035765.1","SI041_1","75",938,1169218,0.08022456
"8616","Cronobacter sakazakii",87.5556792873051,"NZ_CP059045.1","SI041_1","75",3592,1169218,0.30721388
"8617","Dolosigranulum pigrum",99.386816555953,"NZ_CP040423.1","SI041_1","75",5871,1169218,0.50213048
"8618","Dialister pneumosintes",99.8296422487223,"NZ_CP017037.1","SI041_1","75",11153,1169218,0.95388542
"8619","Stenotrophomonas maltophilia",89.5958005249344,"NZ_CP090423.1","SI041_1","75",9525,1169218,0.81464705
"8620","Prescottella equi",98.7701557802678,"NZ_CP121763.1","SI041_1","75",3659,1169218,0.31294421
"8621","Tsukamurella pulmonis",98.1857923497268,"NZ_AP025457.1","SI041_1","75",4575,1169218,0.39128717
"8622","Tsukamurella tyrosinosolvens",97.9441997063142,"NZ_CP019066.1","SI041_1","75",681,1169218,0.05824406
"8623","Delftia acidovorans",49.39582570487,"NZ_CP058970.1","SI041_1","75",2731,1169218,0.23357492
"8624","Leclercia adecarboxylata",59.4333748443338,"NZ_CP083630.1","SI041_1","75",9636,1169218,0.82414058
"8625","Slackia exigua",0,"NZ_UGGM01000001.1","SI041_1","75",753,1169218,0.06440202
"8626","Williamsia muralis",0,"NZ_RBKV01000001.1","SI041_1","75",2124,1169218,0.18165988
"8627","Pandoraea pulmonicola",99.0645002461842,"NZ_CP010310.2","SI041_1","75",2031,1169218,0.17370584
"8628","Ureaplasma parvum",92.0996441281139,"NZ_AP018561.1","SI041_1","75",1405,1169218,0.12016579
"8629","Enterobacter hormaechei",3.09484798834881,"NZ_CP114997.1","SI041_1","75",5493,1169218,0.46980118
"8630","Hoylesella pleuritidis",0,"NZ_AWET01000008.1","SI041_1","75",6781,1169218,0.57996028
"8631","Cytomegalovirus mandrillinebeta1",99.9263080324245,"NC_075417.1","SI041_1","75",1357,1169218,0.11606048
"8632","Erythroparvovirus primate1",100,"NC_000883.2","SI041_1","75",1591,1169218,0.13607385
"8633","Rubivirus rubellae",99.9846578705124,"NC_076948.1","SI041_1","75",6518,1169218,0.55746661
"8634","Human coronavirus 229E",100,"NC_028752.1","SI041_1","75",9595,1169218,0.82063396
"8635","Betacoronavirus 1",99.9543656829936,"NC_006213.1","SI041_1","75",6574,1169218,0.56225614
"8636","Human coronavirus NL63",99.7555759242285,"NC_005831.2","SI041_1","75",6546,1169218,0.55986138
"8637","Human coronavirus HKU1",99.9474881848416,"NC_006577.2","SI041_1","75",5713,1169218,0.48861718
"8638","Human mastadenovirus B",100,"NC_011202.1","SI041_1","75",1109,1169218,0.09484972
"8639","Human mastadenovirus C",100,"AC_000017.1","SI041_1","75",893,1169218,0.07637583
"8640","Human mastadenovirus E",99.9203821656051,"NC_017825.1","SI041_1","75",1256,1169218,0.10742223
"8641","Bocaparvovirus primate1",100,"OP255990.1","SI041_1","75",9926,1169218,0.84894348
"8642","Parechovirus A",5.13128539557234,"OQ689803.1","SI041_1","75",5827,1169218,0.49836728
"8643","Orthorubulavirus laryngotracheitidis",100,"NC_003443.1","SI041_1","75",8687,1169218,0.74297522
"8644","Orthorubulavirus hominis",99.9852333136444,"NC_021928.1","SI041_1","75",6772,1169218,0.57919054
"8645","Orthorubulavirus mammalis",99.8857433032881,"OR043657.1","SI041_1","75",7877,1169218,0.67369815
"8646","Orthorubulavirus parotitidis",100,"NC_002200.1","SI041_1","75",11008,1169218,0.94148397
"8647","Actinomyces graevenitzii",0,"CP097095.1","SI041","150",1,1016597,9.837e-05
"8648","Actinomyces pacaensis",99.8645903859174,"NZ_LT635457.1","SI041","150",2954,1016597,0.29057729
"8649","Pseudoprevotella muciniphila",100,"NZ_CP033459.1","SI041","150",130,1016597,0.01278776
"8650","Bacteroides fragilis",94.2857142857143,"NZ_CP036550.1","SI041","150",140,1016597,0.01377144
"8651","Campylobacter concisus",99.8257080610022,"NZ_CP049272.1","SI041","150",13770,1016597,1.35451905
"8652","Campylobacter showae",99.7023432552248,"NZ_CP012544.1","SI041","150",15790,1016597,1.55322119
"8653","Capnocytophaga leadbetteri",100,"NZ_CP022384.1","SI041","150",5,1016597,0.00049184
"8654","Catonella morbi",0,"ACIL03000013.1","SI041","150",1,1016597,9.837e-05
"8655","Escherichia virus ECH1",0,"MN164484.2","SI041","150",15781,1016597,1.55233588
"8656","Fusobacterium nucleatum",89.132382892057,"NZ_CP028101.1","SI041","150",12275,1016597,1.20745979
"8657","Fusobacterium pseudoperiodonticum",96.932467329212,"NZ_CP024703.1","SI041","150",12779,1016597,1.25703696
"8658","Gemella haemolysans",99.6471650118979,"NZ_CP083637.1","SI041","150",12187,1016597,1.19880346
"8659","Haemophilus haemolyticus",96.4923592752595,"NZ_CP031243.1","SI041","150",15509,1016597,1.52557995
"8660","Haemophilus influenzae",93.4805105208693,"NZ_AP018768.1","SI041","150",14495,1016597,1.42583541
"8661","Haemophilus parahaemolyticus",99.2755668454229,"NZ_CP038817.1","SI041","150",10629,1016597,1.04554706
"8662","Haemophilus parainfluenzae",99.0589443066131,"NZ_CP035368.2","SI041","150",11689,1016597,1.1498165
"8663","Lancefieldella parvula",100,"NC_013203.1","SI041","150",228,1016597,0.02242777
"8664","Micrococcus luteus",84.6153846153846,"NZ_CP101528.1","SI041","150",13,1016597,0.00127878
"8665","Micrococcus lylae",99.5495495495496,"NZ_CP126965.1","SI041","150",3108,1016597,0.30572587
"8666","Neisseria subflava",89.7918448816652,"NZ_CP073114.1","SI041","150",3507,1016597,0.34497446
"8667","Prevotella intermedia",94.7368421052632,"NZ_CP024696.1","SI041","150",38,1016597,0.00373796
"8668","Prevotella jejuni",94.4444444444444,"NZ_CP072363.1","SI041","150",18,1016597,0.00177061
"8669","Prevotella melaninogenica",96.0416666666667,"AP018050.1","SI041","150",480,1016597,0.04721635
"8670","Prevotella scopos",95,"NZ_CP072390.1","SI041","150",20,1016597,0.00196735
"8671","Rothia dentocariosa",99.5318454001089,"NZ_CP079201.1","SI041","150",9185,1016597,0.90350454
"8672","Rothia mucilaginosa",99.9313334191666,"NZ_CP079822.1","SI041","150",23301,1016597,2.2920587
"8673","Schaalia odontolytica",99.5836350470673,"NZ_CP102197.1","SI041","150",5524,1016597,0.5433815
"8674","Selenomonas timonae",99.4041944709247,"NZ_CP060204.1","SI041","150",8392,1016597,0.82549919
"8675","uncultured Actinomyces sp.",0,"NZ_CAKAHJ010000001.1","SI041","150",74,1016597,0.00727919
"8676","uncultured Fusobacterium sp.",0,"NZ_CAKOJV010000001.1","SI041","150",21366,1016597,2.10171779
"8677","uncultured Prevotella sp.",0,"NZ_CAJTJS010000001.1","SI041","150",178,1016597,0.0175094
"8678","uncultured Rothia sp.",0,"NZ_CAKAIK010000001.1","SI041","150",2162,1016597,0.21267031
"8679","uncultured Streptococcus sp.",0,"NZ_CAMNMG010000001.1","SI041","150",23005,1016597,2.26294195
"8680","uncultured Treponema sp.",0,"NZ_CALHUL010000006.1","SI041","150",31,1016597,0.00304939
"8681","Veillonella atypica",100,"NZ_CP020566.1","SI041","150",17,1016597,0.00167225
"8682","Veillonella dispar",94.7368421052632,"NZ_LR134375.1","SI041","150",1140,1016597,0.11213883
"8683","Veillonella nakazawae",87.1121718377088,"NZ_AP022321.1","SI041","150",419,1016597,0.04121594
"8684","Veillonella parvula",98.9473684210526,"NZ_CP019721.1","SI041","150",95,1016597,0.0093449
"8685","Veillonella sp.",0,"NZ_JAGZUH010000001.1","SI041","150",1171,1016597,0.11518822
"8686","Campylobacter hominis",99.5616438356164,"NZ_CP082871.1","SI041","150",10950,1016597,1.07712299
"8687","uncultured Campylobacter sp.",0,"NZ_CALGPY010000005.1","SI041","150",8849,1016597,0.87045309
"8688","Corynebacterium tuberculostearicum",97.2549019607843,"NZ_CP073092.1","SI041","150",9945,1016597,0.97826376
"8689","Corynebacterium pseudotuberculosis",99.5717897126348,"NZ_CP101133.1","SI041","150",19383,1016597,1.90665524
"8690","Corynebacterium pseudodiphtheriticum",96.5014577259475,"NZ_CP100372.1","SI041","150",2058,1016597,0.2024401
"8691","Corynebacterium jeikeium",95.5788570026981,"NZ_CP063195.1","SI041","150",16308,1016597,1.6041755
"8692","Corynebacterium propinquum",98.2227618942488,"NZ_CP100361.1","SI041","150",9059,1016597,0.89111024
"8693","Corynebacterium striatum",95.4599230996747,"NZ_CP024931.1","SI041","150",13524,1016597,1.33032067
"8694","Corynebacterium ulcerans",74.6626686656672,"NZ_AP027140.1","SI041","150",7337,1016597,0.72172159
"8695","Fusobacterium necrophorum",99.9333432084136,"NZ_CP018196.1","SI041","150",13502,1016597,1.32815659
"8696","Gemella morbillorum",94.9146514935989,"NZ_CP046314.1","SI041","150",11248,1016597,1.10643647
"8697","Georgenia yuyongxinii",99.9291376943177,"NZ_CP040915.1","SI041","150",22579,1016597,2.22103744
"8698","Haemophilus pittmaniae",99.1502701810832,"NZ_LT906463.1","SI041","150",24243,1016597,2.38472079
"8699","Metapneumovirus hominis",100,"NC_039199.1","SI041","150",21425,1016597,2.10752147
"8700","Kingella denitrificans",99.0097068340033,"NZ_CP065999.1","SI041","150",10199,1016597,1.00324908
"8701","Kingella negevensis",97.0411233701103,"NZ_CP123447.1","SI041","150",5982,1016597,0.58843376
"8702","Kingella kingae",97.5205975205975,"NZ_CP050136.1","SI041","150",12987,1016597,1.27749738
"8703","Lautropia mirabilis",100,"NZ_LR134378.1","SI041","150",897,1016597,0.08823555
"8704","Oribacterium sp. oral taxon 108",0,"AFIH01000001.1","SI041","150",7655,1016597,0.75300242
"8705","Pangolin coronavirus",0,"OP288969.1","SI041","150",17836,1016597,1.75448088
"8706","Severe acute respiratory syndrome-related coronavirus",100,"NC_045512.2","SI041","150",16682,1016597,1.64096491
"8707","Severe acute respiratory syndrome-related coronavirus",100,"NC_004718.3","SI041","150",16682,1016597,1.64096491
"8708","Porphyromonas gingivalis",99.0412928850236,"NZ_CP092048.1","SI041","150",14603,1016597,1.43645909
"8709","uncultured Porphyromonas sp.",0,"NZ_UQJH01000001.1","SI041","150",13326,1016597,1.31084392
"8710","Schaalia sp. Marseille-Q2122",0,"CAHJXR010000003.1","SI041","150",1696,1016597,0.1668311
"8711","Actinomyces naeslundii",91.7300437151925,"NZ_AP025697.1","SI041","150",16699,1016597,1.64263715
"8712","Selenomonas sp. oral taxon 478",94.5021236432279,"NZ_CP012071.1","SI041","150",4238,1016597,0.41688103
"8713","Streptococcus australis",90.6307845650007,"NZ_LS483444.1","SI041","150",7023,1016597,0.69083422
"8714","Streptococcus dysgalactiae",51.2849162011173,"NZ_CP127842.1","SI041","150",9845,1016597,0.96842702
"8715","Streptococcus mitis",92.0450417726117,"NZ_CP012646.1","SI041","150",13765,1016597,1.35402721
"8716","Streptococcus oralis",89.9296879539776,"NZ_CP079724.1","SI041","150",17209,1016597,1.69280452
"8717","Streptococcus pneumoniae",95.3709354023189,"NZ_CP102583.1","SI041","150",22942,1016597,2.25674481
"8718","Streptococcus pseudopneumoniae",85.226840532464,"NC_015875.1","SI041","150",18405,1016597,1.81045193
"8719","Streptococcus salivarius",83.4344929681717,"NZ_CP009913.1","SI041","150",13510,1016597,1.32894352
"8720","Streptococcus suis",95.0472667488697,"NZ_CP079193.1","SI041","150",4866,1016597,0.47865575
"8721","Streptococcus constellatus",57.1243102888672,"NZ_CP029207.1","SI041","150",9243,1016597,0.90920984
"8722","Tobacco mosaic virus",100,"NC_001367.1","SI041","150",2930,1016597,0.28821647
"8723","Brucella anthropi",73.3922434953363,"NZ_UGSA01000001.1","SI041","150",2037,1016597,0.20037439
"8724","Chromobacterium violaceum",99.1702392476836,"NZ_CP050992.1","SI041","150",7231,1016597,0.71129464
"8725","Pantoea agglomerans",98.5981852024197,"NZ_CP099728.1","SI041","150",17192,1016597,1.69113228
"8726","Klebsiella oxytoca",92.9954299958454,"NZ_CP129616.1","SI041","150",12035,1016597,1.18385161
"8727","Klebsiella variicola",34.3023640818489,"NZ_CP129982.1","SI041","150",15101,1016597,1.48544605
"8728","Klebsiella quasipneumoniae",38.2252559726962,"NZ_CP031257.1","SI041","150",879,1016597,0.08646494
"8729","Raoultella planticola",93.4265391219034,"NZ_CP074182.1","SI041","150",4077,1016597,0.40104387
"8730","Raoultella ornithinolytica",30.2835710632494,"NZ_CP132041.1","SI041","150",17597,1016597,1.73097107
"8731","Providencia stuartii",30.7399529833203,"NZ_CP119546.1","SI041","150",8933,1016597,0.87871595
"8732","Serratia marcescens",88.929818686313,"NZ_CP063229.1","SI041","150",20903,1016597,2.05617369
"8733","Aeromonas sobria",0,"NZ_JAGDEP010000001.1","SI041","150",19833,1016597,1.95092057
"8734","Kytococcus sedentarius",99.590930341281,"NZ_CP066015.1","SI041","150",8556,1016597,0.84163144
"8735","Eubacterium limosum",91.3452708907254,"NZ_CP019962.1","SI041","150",4356,1016597,0.42848838
"8736","[Eubacterium] brachy",0,"CAKAGO010000001.1","SI041","150",15199,1016597,1.49508606
"8737","[Eubacterium] nodatum",0,"AZKM01000008.1","SI041","150",658,1016597,0.06472575
"8738","Mycobacterium kansasii",99.579073962718,"NZ_CP089216.1","SI041","150",4989,1016597,0.49075494
"8739","Mycobacterium gordonae",98.580758603366,"NZ_CP070973.1","SI041","150",7962,1016597,0.78320121
"8740","Mycobacterium scrofulaceum",0,"NZ_MVIJ01000001.1","SI041","150",5442,1016597,0.53531537
"8741","Mycobacterium szulgai",0,"NZ_LQPW01000031.1","SI041","150",1731,1016597,0.17027396
"8742","Mycobacterium parascrofulaceum",0,"ADNV01000327.1","SI041","150",22114,1016597,2.1752966
"8743","Nocardia otitidiscaviarum",100,"NZ_CP041695.1","SI041","150",152,1016597,0.01495184
"8744","Nocardia farcinica",99.7137950772753,"NZ_CP031418.1","SI041","150",1747,1016597,0.17184784
"8745","Nocardia nova",99.9393865923142,"NZ_CP006850.1","SI041","150",16498,1016597,1.6228653
"8746","Nocardia transvalensis",0,"NZ_JACHIT010000001.1","SI041","150",7959,1016597,0.78290611
"8747","Nocardia beijingensis",0,"NZ_JADLRZ010000001.1","SI041","150",8710,1016597,0.85678002
"8748","Nocardia abscessus",0,"NZ_JAJFOF010000001.1","SI041","150",6440,1016597,0.63348603
"8749","Nocardia veterana",0,"NZ_JAAXPE010000001.1","SI041","150",22199,1016597,2.18365783
"8750","Nocardia cyriacigeorgica",99.1137637909206,"NZ_AP026979.1","SI041","150",11058,1016597,1.08774667
"8751","Nocardia arthritidis",100,"NZ_CP046172.1","SI041","150",1043,1016597,0.10259719
"8752","Cardiobacterium hominis",99.8397435897436,"NZ_LR134365.1","SI041","150",9360,1016597,0.92071883
"8753","Cardiobacterium valvarum",0,"NZ_UFUW01000001.1","SI041","150",6130,1016597,0.60299214
"8754","Dialister pneumosintes",100,"NZ_CP017037.1","SI041","150",4461,1016597,0.43881695
"8755","Slackia exigua",0,"NZ_UGGM01000001.1","SI041","150",9660,1016597,0.95022905
"8756","Williamsia muralis",0,"NZ_RBKV01000001.1","SI041","150",10035,1016597,0.98711682
"8757","Pandoraea pulmonicola",99.6760259179266,"NZ_CP010310.2","SI041","150",1852,1016597,0.18217642
"8758","Enterobacter hormaechei",4.40744368266405,"NZ_CP114997.1","SI041","150",11231,1016597,1.10476423
"8759","Actinomyces graevenitzii",0,"CP097095.1","SI041_2","150",1572,1147703,0.13696923
"8760","Actinomyces pacaensis",99.9844551531167,"NZ_LT635457.1","SI041_2","150",6433,1147703,0.56051086
"8761","uncultured Actinomyces sp.",0,"NZ_CAKAHJ010000001.1","SI041_2","150",4957,1147703,0.43190616
"8762","Actinomyces israelii",100,"NZ_CP124548.1","SI041_2","150",75,1147703,0.00653479
"8763","Schaalia meyeri",99.8780487804878,"NZ_CP012072.1","SI041_2","150",3280,1147703,0.28578822
"8764","Pseudoprevotella muciniphila",99.9262319268221,"NZ_CP033459.1","SI041_2","150",6778,1147703,0.59057091
"8765","Alloprevotella tannerae",0,"CAKAFU010000002.1","SI041_2","150",1558,1147703,0.13574941
"8766","Aliarcobacter cryaerophilus",99.5152354570637,"NZ_CP032823.1","SI041_2","150",10108,1147703,0.88071566
"8767","Bacteroides fragilis",94.8571428571429,"NZ_CP036550.1","SI041_2","150",700,1147703,0.06099139
"8768","Bacteroides sp. PHL 2737",1.05382009785472,"NZ_CP040630.1","SI041_2","150",5314,1147703,0.46301177
"8769","Bifidobacterium longum",77.8258518117902,"NZ_CP102541.1","SI041_2","150",3698,1147703,0.32220879
"8770","Campylobacter concisus",100,"NZ_CP049272.1","SI041_2","150",32,1147703,0.00278818
"8771","Campylobacter hominis",99.5403808273145,"NZ_CP082871.1","SI041_2","150",4569,1147703,0.39809951
"8772","Campylobacter showae",99.6867881548975,"NZ_CP012544.1","SI041_2","150",7024,1147703,0.61200502
"8773","uncultured Campylobacter sp.",0,"NZ_CALGPY010000005.1","SI041_2","150",10532,1147703,0.91765901
"8774","Capnocytophaga gingivalis",99.5474182267023,"NZ_CP022386.1","SI041_2","150",4861,1147703,0.42354163
"8775","Capnocytophaga leadbetteri",96.8778576094056,"NZ_CP022384.1","SI041_2","150",7655,1147703,0.6669844
"8776","Capnocytophaga sputigena",99.1400491400491,"NZ_CP022379.1","SI041_2","150",814,1147703,0.07092427
"8777","Catonella morbi",0,"ACIL03000013.1","SI041_2","150",4488,1147703,0.39104193
"8778","Citrus exocortis viroid",98.8271068635969,"NC_001464.1","SI041_2","150",2302,1147703,0.20057454
"8779","Corynebacterium tuberculostearicum",97.4724679545044,"NZ_CP073092.1","SI041_2","150",5539,1147703,0.48261615
"8780","Corynebacterium pseudotuberculosis",99.4460856720827,"NZ_CP101133.1","SI041_2","150",2708,1147703,0.23594954
"8781","Corynebacterium pseudodiphtheriticum",97.0016657412549,"NZ_CP100372.1","SI041_2","150",3602,1147703,0.31384426
"8782","Corynebacterium jeikeium",95.3039832285115,"NZ_CP063195.1","SI041_2","150",4770,1147703,0.41561275
"8783","Corynebacterium propinquum",98.6951364175564,"NZ_CP100361.1","SI041_2","150",2529,1147703,0.22035317
"8784","Corynebacterium striatum",95.7666980244591,"NZ_CP024931.1","SI041_2","150",3189,1147703,0.27785934
"8785","Corynebacterium ulcerans",74.9824807288017,"NZ_AP027140.1","SI041_2","150",8562,1147703,0.74601182
"8786","Enterovirus B",28.8496168181247,"NC_001472.1","SI041_2","150",23879,1147703,2.08059054
"8787","Human rhinovirus sp.",0,"MT157224.1","SI041_2","150",1466,1147703,0.12773339
"8788","Rhinovirus A",100,"NC_038311.1","SI041_2","150",9378,1147703,0.81711035
"8789","Rhinovirus C",100,"NC_009996.1","SI041_2","150",5858,1147703,0.51041079
"8790","Enterovirus B",28.8496168181247,"OQ842458.1","SI041_2","150",23879,1147703,2.08059054
"8791","Enterovirus B",28.8496168181247,"NC_038307.1","SI041_2","150",23879,1147703,2.08059054
"8792","Enterovirus B",28.8496168181247,"OQ842451.1","SI041_2","150",23879,1147703,2.08059054
"8793","Enterovirus B",28.8496168181247,"OQ919261.1","SI041_2","150",23879,1147703,2.08059054
"8794","Enterovirus A",12.084388185654,"OQ842410.1","SI041_2","150",5925,1147703,0.51624854
"8795","Enterovirus D",100,"NC_038308.1","SI041_2","150",6578,1147703,0.57314479
"8796","Enterovirus B",28.8496168181247,"JQ041368.1","SI041_2","150",23879,1147703,2.08059054
"8797","Enterovirus B",28.8496168181247,"EF174468.1","SI041_2","150",23879,1147703,2.08059054
"8798","Rhinovirus B",100,"NC_038312.1","SI041_2","150",678,1147703,0.05907452
"8799","Escherichia virus ECH1",0,"MN164484.2","SI041_2","150",3262,1147703,0.28421987
"8800","Fusobacterium necrophorum",99.5918367346939,"NZ_CP018196.1","SI041_2","150",980,1147703,0.08538794
"8801","Fusobacterium nucleatum",89.367816091954,"NZ_CP028101.1","SI041_2","150",696,1147703,0.06064287
"8802","Fusobacterium pseudoperiodonticum",96.8883465527761,"NZ_CP024703.1","SI041_2","150",4917,1147703,0.42842094
"8803","uncultured Fusobacterium sp.",0,"NZ_CAKOJV010000001.1","SI041_2","150",189,1147703,0.01646767
"8804","Gemella haemolysans",99.6644295302013,"NZ_CP083637.1","SI041_2","150",1192,1147703,0.10385962
"8805","Gemella morbillorum",95.2421410365336,"NZ_CP046314.1","SI041_2","150",4708,1147703,0.41021066
"8806","Georgenia yuyongxinii",99.9247667770087,"NZ_CP040915.1","SI041_2","150",6646,1147703,0.57906967
"8807","Haemophilus haemolyticus",95.9893048128342,"NZ_CP031243.1","SI041_2","150",2618,1147703,0.22810779
"8808","Haemophilus influenzae",93.2681242807825,"NZ_AP018768.1","SI041_2","150",1738,1147703,0.15143291
"8809","Haemophilus parahaemolyticus",99.4391419856342,"NZ_CP038817.1","SI041_2","150",10163,1147703,0.88550784
"8810","Haemophilus parainfluenzae",98.8155668358714,"NZ_CP035368.2","SI041_2","150",5910,1147703,0.51494158
"8811","Haemophilus pittmaniae",99.112325025606,"NZ_LT906463.1","SI041_2","150",2929,1147703,0.2552054
"8812","Metapneumovirus hominis",100,"NC_039199.1","SI041_2","150",661,1147703,0.0575933
"8813","Orthopneumovirus hominis",61.942636779947,"NC_001781.1","SI041_2","150",4149,1147703,0.36150467
"8814","Orthopneumovirus hominis",61.942636779947,"MG027862.1","SI041_2","150",4149,1147703,0.36150467
"8815","Janibacter limosus",99.435180204411,"NZ_CP036164.1","SI041_2","150",3718,1147703,0.32395141
"8816","Kingella denitrificans",99.1372034136734,"NZ_CP065999.1","SI041_2","150",10663,1147703,0.92907311
"8817","Kingella negevensis",97.7337110481586,"NZ_CP123447.1","SI041_2","150",353,1147703,0.03075709
"8818","Kingella kingae",97.3740053050398,"NZ_CP050136.1","SI041_2","150",7540,1147703,0.65696439
"8819","Lancefieldella parvula",99.9820434548393,"NC_013203.1","SI041_2","150",11138,1147703,0.97046013
"8820","Lautropia mirabilis",99.9297950014041,"NZ_LR134378.1","SI041_2","150",7122,1147703,0.62054382
"8821","Leptotrichia trevisanii",97.6442015786278,"NZ_AP019831.1","SI041_2","150",8235,1147703,0.71752012
"8822","Leptotrichia wadei",96.7967838153288,"NZ_AP019829.2","SI041_2","150",7711,1147703,0.67186371
"8823","Leptotrichia buccalis",96.0115131578947,"NC_013192.1","SI041_2","150",4864,1147703,0.42380302
"8824","Micrococcus luteus",79.3883402357439,"NZ_CP101528.1","SI041_2","150",6278,1147703,0.54700563
"8825","Micrococcus lylae",99.4799566630553,"NZ_CP126965.1","SI041_2","150",9230,1147703,0.80421503
"8826","uncultured Micrococcus sp.",0,"NZ_CANLQP010000001.1","SI041_2","150",10607,1147703,0.9241938
"8827","Moraxella osloensis",98.4265734265734,"NZ_CP014234.1","SI041_2","150",572,1147703,0.04983868
"8828","Neisseria flavescens",94.2743889011231,"NZ_CP039886.1","SI041_2","150",4541,1147703,0.39565985
"8829","Neisseria gonorrhoeae",94.7012706136794,"NZ_CP078113.1","SI041_2","150",3699,1147703,0.32229592
"8830","Neisseria meningitidis",93.5770750988142,"NZ_CP030820.1","SI041_2","150",3036,1147703,0.26452837
"8831","Neisseria mucosa",86.9360391375249,"NZ_CP053939.1","SI041_2","150",5519,1147703,0.48087354
"8832","Neisseria subflava",90.0861417560828,"NZ_CP073114.1","SI041_2","150",6617,1147703,0.57654289
"8833","Neisseria lactamica",92.0634920634921,"NZ_CP031253.1","SI041_2","150",2142,1147703,0.18663365
"8834","Oribacterium sp. oral taxon 108",0,"AFIH01000001.1","SI041_2","150",905,1147703,0.07885315
"8835","Pangolin coronavirus",0,"OP288969.1","SI041_2","150",515,1147703,0.04487224
"8836","Severe acute respiratory syndrome-related coronavirus",100,"NC_045512.2","SI041_2","150",476,1147703,0.04147414
"8837","Severe acute respiratory syndrome-related coronavirus",100,"NC_004718.3","SI041_2","150",476,1147703,0.04147414
"8838","Porphyromonas gingivalis",98.9010989010989,"NZ_CP092048.1","SI041_2","150",637,1147703,0.05550216
"8839","uncultured Porphyromonas sp.",0,"NZ_UQJH01000001.1","SI041_2","150",4436,1147703,0.38651114
"8840","Prevotella dentalis",99.3320610687023,"NC_019960.1","SI041_2","150",2096,1147703,0.18262564
